"University Of Illinois, Urbana-Champaign (UIUC)",English,PhD (F19),Rejected, Postal Service,22 Mar 2019,,,,,,A,21 Mar 2019,Way to kill a tree just to tell me nah. Smh
University Of Virginia (UVA),English,PhD (F19),Rejected, E-mail,21 Mar 2019,  3.86,170.0,156.0,6.0,700,A,21 Mar 2019,UVA mystery gang finally given the boot but itÃ¢ÂÂs okay because IÃ¢ÂÂm loving another visiting weekend that iÃ¢ÂÂm at right now anyway
Columbia University,English,Masters (F19),Accepted, E-mail,21 Mar 2019,,,,,,U,21 Mar 2019,"Rejected from PhD, accepted to MA"
Villanova University,English,Masters (F19),Accepted, E-mail,21 Mar 2019,  3.80,0.0,162.0,5.0,,A,21 Mar 2019,
"University Of Florida, Gainesville (UFL)",English,PhD (F19),Wait listed, E-mail,21 Mar 2019,,,,,,O,21 Mar 2019,Has anyone who got into Florida declined yet?
Villanova University,English,Masters (F19),Accepted, E-mail,21 Mar 2019,  4.00,161.0,152.0,4.5,,A,21 Mar 2019,"Email from the graduate director notifying me of my acceptance. He said an official letter would be sent soon, but the committee didn't reach a decision on funding yet."
Villanova University,English,Masters (F19),Accepted, E-mail,21 Mar 2019,  3.99,168.0,159.0,6.0,,A,21 Mar 2019,"Funding pending, but SO thankful for this good news!"
University Of Oregon,English,PhD (F19),Other, E-mail,21 Mar 2019,,,,,,A,21 Mar 2019,"Has anyone else been waitlisted? To those who have been accepted, have you informed the department of your decision? Has anyone declined?"
Carleton University,English Language And Literature,PhD (F19),Rejected, E-mail,19 Mar 2019,,,,,,I,21 Mar 2019,
University Of Toronto (UofT),English In The Field Of Creative Writing,Masters (F19),Rejected, E-mail,21 Mar 2019,,,,,,O,21 Mar 2019,"Canadian. Informed via email after inquiring. Wait-listed and accepted students were informed by last week; rejection letters are being sent via snail mail this week.
2a/1r/0w/0p"
Syracuse University,English,PhD (F19),Accepted, E-mail,19 Mar 2019,  3.86,151.0,160.0,5.5,,A,21 Mar 2019,"Waitlisted for funding. Other students who were waitlisted--are you even considering going if you don't get funding? I'm so overwhelmed by the funding situation, it seems so bleak."
Washington State University (WSU),English,PhD (F19),Other, Other,21 Mar 2019,,,,,,,20 Mar 2019,"I emailed them on 3/14 and received this message back: ""Thank you for your message.  I have no updates for you at the moment but will be in touch as soon as thereÃ¢ÂÂs news."""
New York University (NYU),English,PhD (F19),Rejected, E-mail,20 Mar 2019,  4.06,166.0,152.0,6.0,,U,20 Mar 2019,"GPA is MA. It's a disgrace how late NYU let people know. Anyhow, this round ended up with 4a/4r. Please post GRE results and GPA for posterity. This is an invaluable resource, despite how disheartening it can be. Goodbye forever Grad Cafe, we hardly knew ye."
University Of North Texas,"English, Creative Writing (Fiction)",PhD (F19),Wait listed, Phone,20 Mar 2019,,,,,,,20 Mar 2019,"Found out I am on wait list at UNT after calling and speaking with someone in department. Curious if the other 3 accepted Fiction PhD. candidates are waiting to hear from other programs or are going to accept. I usually would just sit back and hope for the best, but I have a job offer starting out-of-country 4/15 and have to be out of my lease May 1st, so having to wait till 4/15 then to find out if I am accepted is not optimal. Thanks for any info!"
University Of Glasgow,English Literature: Victorian Literature,Masters (F19),Accepted, E-mail,19 Mar 2019,,,,,,I,20 Mar 2019,No word on funding.
University Of Cambridge,English Literature,PhD (F19),Accepted, E-mail,15 Mar 2019,,,,,,I,20 Mar 2019,"Interview 08/03, GAO 12/03. Emailed about funding and was told I was not nominated. UK GPA 79%"
Fordham University,English,Other (F19),Other, E-mail,19 Mar 2019,  3.75,162.0,153.0,5.0,,A,19 Mar 2019,"Previously rejected from the PhD program, but was surprised to get an email today recommending I forward my application to their Master program. Exciting! Will definitely do that now!! 1a/0w/11r/5p"
Washington State University (WSU),English,PhD (F19),Other, Other,19 Mar 2019,,,,,,A,19 Mar 2019,I haven't seen much on here regarding this program but can anyone tell me if decisions have been finalized?
University Of Montana,English (,Masters (F19),Accepted, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,English MA (Teaching)
Brandeis University,English,PhD (F19),Accepted, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,Accepted off the waitlist.
New York University (NYU),"English Education, Secondary",PhD (F19),Rejected, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,
Southern Illinois University,English,PhD (F19),Accepted, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,accepted with funding. 2a/1w/4r/1p
"Loyola University, Chicago",English,PhD (F19),Accepted, E-mail,17 Mar 2019,  3.64,162.0,144.0,4.0,,A,19 Mar 2019,In off the waitlist.  Received a kind email from Dr. Knapp scheduling a follow up call to discuss details of program and offer.
Syracuse University,English,PhD (F19),Accepted, E-mail,19 Mar 2019,  3.82,167.0,157.0,4.0,600,A,19 Mar 2019,Accepted but on a wait list for funding! Fingers crossed! 1a/6r/0w
New York University (NYU),English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.86,170.0,157.0,6.0,700,A,19 Mar 2019,Email to check website. Master's degree from UK w/ approx. GPA equiv of 3.5.
Syracuse University,English,PhD (F19),Accepted, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,First acceptance of the cycle! Nice to no it hasn't been a complete wash for me. 1a/1w/5r/1p
McGill University,English,Masters (F19),Accepted, E-mail,19 Mar 2019,,,,,,I,19 Mar 2019,"International student from Latin America. Got a lovely letter from a professor. Official notice on uApply to follow, hopefully with funding info."
"University Of Florida, Gainesville (UFL)",English,PhD (F19),Wait listed, E-mail,14 Mar 2019,,,,,,A,19 Mar 2019,
Purdue University,English,Masters (F19),Accepted, E-mail,18 Mar 2019,  3.95,160.0,154.0,4.0,,A,19 Mar 2019,"Emailed the graduate school asking for info, got an email back saying I was actually up next on the waitlist and could expect an offer soon. Offer then came a few days later Ã¢ÂÂÃ¢ÂÂ $18k stipend, tuition waiver, health insurance, assistantship placement TBA, could be intro comp classes or the writing center. Really good offer and glad to see it come through. Not yet accepting, waiting to hear back from another school."
SUNY Albany,English,PhD (F19),Other, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,to the suny acceptance below--what is your area of research? do you plan to accept your offer?
University Of Rochester,English/ Media & Film Preservation,Masters (F19),Other, E-mail,13 Mar 2019, ,147.0,150.0,4.0,,I,19 Mar 2019,50%Tuition
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.86,162.0,150.0,4.0,,A,19 Mar 2019,"Not as competitive bc of SoP/Writing Sample - I think this detail was unnecessary. Probably intended to be helpful/insightful, but since I'm seeing a lot of others received this same notification, the ""feedback"" comes across as dismissive. If you're feeling down, maybe it'll help to envision the letter-sender checking off a box - meaning that this response was arbitrarily assigned and does not genuinely speak to the quality of your work."
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,18 Mar 2019,,,,,,A,19 Mar 2019,"Amongst the UC-Davis rejections. Glad to know, but got damn that letter felt condescending."
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,19 Mar 2019,,,,,,A,19 Mar 2019,Form. Reason for rejection my SoP/WS.
McMaster University,English,PhD (F19),Wait listed, E-mail,19 Mar 2019,,,,,,,18 Mar 2019,I have been told being on the wait list is good news as there is a chance of acceptance. If folks have been accepted and will not be accepting offer please decline asap.
"University Of Illinois, Urbana-Champaign (UIUC)",English,Masters (F19),Rejected, Postal Service,19 Mar 2019, ,0.0,168.0,0.0,,,18 Mar 2019,
University Of Delaware,English,PhD (F19),Accepted, Phone,19 Mar 2019,,,,,,A,18 Mar 2019,"*prolonged screaming*
2a/5r/0w/1p"
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,19 Mar 2019,  3.99,168.0,159.0,6.0,,A,18 Mar 2019,Rejections used to make me feel things but now I don't even have enough energy to be sad or frustrated
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,19 Mar 2019,,,,,,A,18 Mar 2019,"Same form rejection as others. My SOP/Written work were good enough to get me waitlisted last year, but apparently this year are not competitive."
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.70,163.0,146.0,6.0,,A,18 Mar 2019,"The program to which you applied indicated the following as the reason(s) that you were not selected for admission:

- Not competitive with other applicants because:
      - Statement of Purpose/Written work

lmaooooo RIP to me harsh AF"
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.82,167.0,157.0,4.0,600,A,18 Mar 2019,Email to check site. 0a/6r/0w/1p
"University Of California, Davis (UCD)",English,PhD (F19),Rejected, E-mail,18 Mar 2019,,,,,,A,18 Mar 2019,e-mail to check the status page.
Purdue University,"English (Literature, Theory, And Cultural Studies)",Masters (F19),Wait listed, Other,18 Mar 2019,,,,,,,18 Mar 2019,"Notified in response to email sent to dept. secretary. If you've got into the LTC MA program but don't plant to attend, please let them know! I'd love to attend. Had a low GPA but solid in all other areas."
New York University (NYU),English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.82,167.0,157.0,4.0,600,A,18 Mar 2019,Email to check website. 0a/5r/0w/2p
New York University (NYU),English,PhD (F19),Rejected, E-mail,18 Mar 2019,,,,,,I,18 Mar 2019,Email to check portal. 2a/3w/6r
New York University (NYU),English,PhD (F19),Rejected, E-mail,18 Mar 2019,,,,,,A,18 Mar 2019,
New York University (NYU),English,PhD (F19),Rejected, E-mail,18 Mar 2019,  3.31,157.0,141.0,5.0,,A,18 Mar 2019,"Took them awhile, but finally got an email to check the online portal. 1a/3r/0w/2p"
New York University (NYU),English,PhD (F19),Rejected, Website,18 Mar 2019,,,,,,U,18 Mar 2019,
Lehigh University,English,Masters (F19),Other, Other,18 Mar 2019,,,,,,,18 Mar 2019,@the poster below: SAME
Lehigh University,English,Masters (F19),Other, Other,18 Mar 2019,,,,,,,17 Mar 2019,"If anyone has been accepted to Lehigh MA  in English and plans on turning down the offer, please do sooner rather than later!! This has been a desperate plea."
Simon Fraser University (SFU),English,PhD (F19),Accepted, E-mail,4 Mar 2019,,,,,,I,16 Mar 2019,
SUNY Albany,English,PhD (F19),Accepted, E-mail,28 Feb 2019,,,,,,,16 Mar 2019,
Columbia University,Teaching English,Masters (F19),Other, Other,16 Mar 2019,,,,,,,15 Mar 2019,"For the one below who got accepted in Masters English, how and when did you find out ? If you could contact me on this email monaae8@gmail.com iÃ¢ÂÂll be thankful"
Columbia University,Teaching Of English,Masters (S19),Accepted, E-mail,15 Mar 2019,,,,,,A,15 Mar 2019,Accepted for summer 2019
New York University (NYU),English,PhD (F19),Other, Other,15 Mar 2019,,,,,,O,15 Mar 2019,"To the posters below: I was accepted into NYU. There are 15ish of us based on what I have seen from the emails they've sent. You might not have heard bc you're waitlisted, but the acceptances went out in February."
"University Of California, Santa Barbara (UCSB)",English,PhD (F19),Accepted, E-mail,12 Feb 2019,,,,,,A,15 Mar 2019,
New York University (NYU),English,PhD (F19),Other, Other,15 Mar 2019,,,,,,O,15 Mar 2019,To the poster below: It looks like they sent out a bunch of Masters program decisions but I still haven't seen anyone get accepted to the PhD program and I haven't gotten a decision on my application yet either.
New York University (NYU),English,PhD (F19),Other, Other,15 Mar 2019,,,,,,O,15 Mar 2019,Supposedly decisions were going out by the end of this week. Anyone heard anything?
SUNY Binghamton,English,PhD (F19),Wait listed, E-mail,15 Mar 2019,,,,,,,15 Mar 2019,"Email from university stating I have been wait listed. No indication of where on wait list, though."
University Of Pennsylvania (UPenn),English,Masters (F19),Rejected, E-mail,15 Mar 2019,,,,,,,15 Mar 2019,
Brown University,English,PhD (F19),Other, Other,15 Mar 2019,,,,,,A,15 Mar 2019,"To the poster below, PhD admissions are a crapshoot.  Near perfect GPAs and GREs, amazing writing samples and personal statements, and glowing recommendations guarantee absolutely nothing  That's just how it is.  You need all those things, of course, but a huge part of the decision process is just out of your control, e.g., the vague ""fit"" category, which is much, much more than just research fit.  Also, if they had an inkling you'd go somewhere over Brown, they may have decided not to ""waste"" a slot on you, regardless of how brilliant they may have thought you were."
Brown University,English,PhD (F19),Rejected, E-mail,15 Mar 2019,  3.86,162.0,150.0,4.0,,A,14 Mar 2019,Happy to finally know : - )
Georgia State University (GSU),English,PhD (F19),Accepted, E-mail,15 Mar 2019,,,,,,A,14 Mar 2019,
Idaho State University,English,PhD (F19),Rejected, E-mail,14 Mar 2019,,,,,,A,14 Mar 2019,Email to check portal with rejection letter uploaded Ã°ÂÂÂ­
Brown University,English,PhD (F19),Rejected, E-mail,14 Mar 2019,,,,,,A,14 Mar 2019,"Email to check the website. Graduated from the #1 public university with 3.85 gpa, 2 conferences, and LORs from top processors in my field who knew me very well and each had nominated me for some award or other (i.e. not a generic letter). Oh well! IÃ¢ÂÂll try again next year. 


Ã¢ÂÂThe English, PHD program at Brown University appreciates the opportunity to review your materials. The program has carefully reviewed a deep and talented pool of applicants from which we were only able to accept a limited number. I regret to inform you that your application was not approved for admission to Brown University for Fall 2019.
We would like to convey our sincere thanks to you for your interest in graduate study at Brown. I know from my own experience, as both an applicant and an advisor, the energy and time that it takes to apply for graduate study. We understand that this is a challenging process, and our decision should not be viewed as a negative evaluation of your experience and qualifications.
I wish you the best in your academic endeavors.Ã¢ÂÂ"
Fordham University,English,Masters (F19),Accepted, E-mail,14 Mar 2019,,,,,,,14 Mar 2019,
"University Of Florida, Gainesville (UFL)",English,PhD (F19),Wait listed, E-mail,14 Mar 2019,,,,,,A,14 Mar 2019,
"University Of Florida, Gainesville (UFL)",English,PhD (F19),Wait listed, E-mail,14 Mar 2019,  4.00,164.0,150.0,6.0,,A,14 Mar 2019,Same message as the below poster. GPA is MA. 1a/1w/7r/2p.
"University Of Florida, Gainesville (UFL)",English,PhD (F19),Wait listed, E-mail,14 Mar 2019,,,,,,U,14 Mar 2019,"""We received a large number of applications for an anticipated entering class of 17 doctoral students, and while we are unable to offer you admission at this moment, you are on our wait list, in the lower half. This means our admissions committee was impressed by your application and feels that you will thrive in a strong graduate program.  We read your application with interest and may be able to secure a place for you."""
Emory University,English,PhD (F19),Wait listed, E-mail,13 Mar 2019,,,,,,,13 Mar 2019,"Since I hadn't heard anything, I emailed asking about my application status; got a reply that I'm on a backup waitlist. I wasn't interviewed. Told that offer of admission is unlikely."
Columbia University,Teaching English,Masters (F18),Other, Other,13 Mar 2019,,,,,,I,13 Mar 2019,"Guys !!!!! I havenÃ¢ÂÂt heard from them , did anyone receive a decision for Teaching English summer entry??"
New York University (NYU),English And American Literature,Masters (F19),Accepted, E-mail,12 Mar 2019, ,166.0,163.0,6.0,,I,13 Mar 2019,
Florida State University (FSU),English (Creative Writing),PhD (F19),Wait listed, E-mail,13 Mar 2019,,,,,,,13 Mar 2019,"Although I heard that literally everyone who isn't admitted off the bat gets on this thing, so holding off on my excitement."
New York University (NYU),English,PhD (F19),Rejected, E-mail,13 Mar 2019,  3.75,166.0,150.0,5.0,,A,13 Mar 2019,Offered spot in MA program with 50% tuition remission
University Of Kentucky,English,PhD (F19),Rejected, E-mail,13 Mar 2019,,,,,,I,13 Mar 2019,
New York University (NYU),English,Masters (F19),Accepted, E-mail,12 Mar 2019,,,,,,A,12 Mar 2019,
University Of Montana,English,Masters (F19),Accepted, Phone,12 Mar 2019,,,,,,A,12 Mar 2019,Didn't get the TA position
New York University (NYU),English,PhD (F19),Rejected, E-mail,12 Mar 2019,  3.86,162.0,150.0,4.0,,A,12 Mar 2019,"Rejected from PhD, accepted to MA with 60% funding; same as posters below! Pretty sure I will turn this offer down."
Idaho State University,English,Masters (F19),Rejected, E-mail,12 Mar 2019,,,,,,A,12 Mar 2019,"Sent an email that my account had been updated, rejection letter was there"
University Of Oklahoma,English,PhD (F19),Other, E-mail,12 Mar 2019,,,,,,A,12 Mar 2019,Got a personal rejection email from a member of the department graduate committee this past Friday; just now received a generic rejection email from the graduate admissions office.
University Of Iowa,English,PhD (F19),Wait listed, E-mail,12 Mar 2019,,,,,,A,12 Mar 2019,"Very nice email from the Director of Graduate Finances received 3/12 informing me of my waitlist status. If I am accepted from the waitlist, it will be with full funding!"
New York University (NYU),English,Masters (F19),Accepted, E-mail,12 Mar 2019,,,,,,A,12 Mar 2019,Rejected from PhD; accepted to MA with 60% of tuition costs covered (not including registration fees) and no stipend.
New York University (NYU),English,Masters (F19),Accepted, E-mail,12 Mar 2019,,,,,,,12 Mar 2019,applied to PhD accepted to MA
New York University (NYU),English,PhD (F19),Other, E-mail,12 Mar 2019,,,,,,U,12 Mar 2019,"Rejected from PhD, accepted into Master's! Only 50% tuition remission! Thank u, next!!!"
New York University (NYU),English,Masters (F19),Accepted, E-mail,12 Mar 2019,,,,,,,12 Mar 2019,
University Of Oregon,English,PhD (F19),Rejected, E-mail,12 Mar 2019,,,,,,,12 Mar 2019,"I'm not sure if I should feel relieved or even more mediocre for not being in the ""less than a quarter"" of applicants that were spared the ""pleaseure"" of reading this gem of a rejection letter."
"University Of California, Santa Cruz (UCSC)",English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,"Form rejection email. A little late this year, but nice to finally be free."
"University Of California, Berkeley (UCB)",English,PhD (F19),Other, Other,12 Mar 2019,,,,,,O,11 Mar 2019,"Hi everyone! I go to Berkeley right now so I have some connections with faculty and staff and they told me that there is an admitted students' weekend this weekend, so if you are waiting to hear back from them (as I am), begin cursing their names and such. It sucks and I wish everybody the best."
"University Of California, Santa Cruz (UCSC)",English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.75,162.0,153.0,5.0,,A,11 Mar 2019,"Fourth decision of the day, jeez. 1a/0w/4p/11r"
Duquesne University,English,Masters (F19),Accepted, E-mail,4 Mar 2019,,,,,,,11 Mar 2019,"Accepted, but rejected the admission offer. Hoping this helps someone else!"
"University Of Nevada, Las Vegas",English,PhD (F19),Rejected, E-mail,8 Mar 2019,,,,,,A,11 Mar 2019,
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,,11 Mar 2019,Received an email this morning titled Ã¢ÂÂUniversity of Oregon PhD Application for AdmissionÃ¢ÂÂ with a generic rejection letter.
"University Of California, Berkeley (UCB)",English,PhD (F19),Rejected, Other,11 Mar 2019,  3.90,162.0,152.0,5.5,,A,11 Mar 2019,"I emailed the grad advisor today (b/c I hadn't heard anything) and was told, basically, that I'll be officially rejected in April:

""We have also notified the students on our waitlist.  While there is a possibility of further admissions, it seems unlikely at this time.  The remaining applications will not be updated until April.""

So if you haven't heard anything from Cal yet...I'm sorry."
University Of Chicago (UChicago),English,Masters (F19),Accepted, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,"Got a $30,000 scholarship but not enough to cover tuition so bye!"
University Of British Columbia (UBC),English,Masters (F19),Accepted, E-mail,8 Mar 2019,,,,,,I,11 Mar 2019,Conditional acceptance. 3.8 GPA from final two years. Best of luck to all.
"University Of California, Riverside (UCR)",English,PhD (F19),Accepted, E-mail,4 Feb 2019,,,,,,A,11 Mar 2019,
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,I got much pleaseure from this rejection letter
Emory University,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,
Emory University,English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.75,162.0,153.0,5.0,,A,11 Mar 2019,"Jeez, third decision of the day! First choice, but I figured I wasn't in when I didn't get an interview. 1a/0w/10r/5p"
Emory University,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,Rejection 6/8. I figured I didn't get in when I didn't get an interview.
Fordham University,English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.75,162.0,153.0,5.0,,A,11 Mar 2019,"Email to check the website. Nice letter, still bummed about the rejection. 1a/0w/9r/6p"
"University Of Hawaii, Manoa",English,Masters (F19),Accepted, E-mail,11 Mar 2019,  3.75,162.0,153.0,5.0,,A,11 Mar 2019,"Lovely letter, accepted with GA position including partial tuition waiver and stipend. Yay for first acceptance!! 1a/0w/8r/7p"
"Loyola University, Chicago",English,Masters (F19),Accepted, E-mail,18 Feb 2019,,,,,,A,11 Mar 2019,
New York University (NYU),English,PhD (F19),Other, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,"Solicited update from their admin person: ""Decisions will go out shortly. If you don't hear from us by the end of next week, please let me know. """
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.70,163.0,146.0,6.0,,A,11 Mar 2019,"after 10,000 years i am finally freeee

2a/8r/1p"
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.61,163.0,150.0,3.5,,A,11 Mar 2019,When you wait weeks to get the rejection and it comes poorly worded with spelling errors! Y'all are wild up in Oregon.
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,,,,,,A,11 Mar 2019,"""It was a pleaseure [sic] to read the writing samples and statements of purpose from so many wonderful applicants."" Probably exactly the response my application earned!"
University Of Oregon,English,PhD (F19),Rejected, E-mail,11 Mar 2019,  3.80,160.0,149.0,5.5,,A,11 Mar 2019,Oh UOregon... we've been knew...
University Of Chicago (UChicago),English,Masters (F19),Accepted, E-mail,8 Mar 2019,,,,,,A,10 Mar 2019,"$10.5K scholarship, off of $60K tuition... Come and see the violence inherent in the system! Help, help, I'm being repressed!"
Western Washington University,English,Masters (F19),Wait listed, E-mail,8 Mar 2019,,,,,,A,10 Mar 2019,Definitely my number one school
Lehigh University,English,Masters (F19),Wait listed, E-mail,15 Feb 2019,,,,,,,10 Mar 2019,"If you're thinking of choosing a different school and have gotten in at Lehigh, please choose quickly!!"
Georgia State University (GSU),English,PhD (F19),Rejected, Website,8 Mar 2019,,,,,,A,9 Mar 2019,I would like to note that just a few weeks prior to this rejection I received an email from the English department inviting me to an open house. I would also like to note that 8 minutes after this rejection I got a generic email from the university encouraging me to make a donation.
Boston University (BU),English,PhD (F19),Accepted, E-mail,9 Mar 2019,  4.00,164.0,152.0,5.5,520,A,9 Mar 2019,Accepted from the waitlist! So excited.
University Of Chicago (UChicago),English,Masters (F19),Accepted, E-mail,9 Mar 2019,,,,,,A,9 Mar 2019,Referred to MAPH from English PhD; 20k scholarship
"University Of Colorado, Boulder",English,Masters (F19),Accepted, E-mail,9 Mar 2019,,,,,,A,9 Mar 2019,applied for phd
University Of Chicago (UChicago),English,Masters (F19),Accepted, Website,8 Mar 2019,  3.87,165.0,160.0,5.5,,I,9 Mar 2019,"Accepted to MAPH with 10.5k scholarship. Thanks, but no thanks."
University Of Chicago (UChicago),English,Masters (F19),Accepted, E-mail,8 Mar 2019,  3.97,163.0,0.0,4.5,,A,9 Mar 2019,Referred from PhD program. Accepted with $20k scholarship.
SUNY Stony Brook,English,PhD (F19),Rejected, E-mail,9 Mar 2019,,,,,,A,9 Mar 2019,GPA is MA. Email to check portal.
SUNY Stony Brook,English,PhD (F19),Rejected, E-mail,9 Mar 2019,,,,,,A,9 Mar 2019,Email to check portal
SUNY Stony Brook,English,PhD (F19),Rejected, E-mail,9 Mar 2019,,,,,,A,9 Mar 2019,
University Of British Columbia (UBC),English,PhD (F19),Other, Other,9 Mar 2019,,,,,,,8 Mar 2019,"To the poster below,
I have not heard anything back from UBC myself; however, a friend of mine was accepted to the PhD program a while ago (and she's decided to go). I was hoping I was maybe on some kind of internal waitlist, but at this point I'm pretty sure UBC just sends out their rejections late. I might be completely wrong, though."
